# Monster spawn data generated from DumpStaticGridOccupancyLog()
#
# Mega grid layout in world space (+Z upward):
# 7 8 9
# 4 5 6
# 1 2 3
#
# ID rule: mega_id = mega_z * 3 + mega_x + 1
# Internal mega coords are 0-based.
#
CONFIG|grid_min=(-600,-200)|grid_max_exclusive=(600,1000)|grid_size=(1200,1200)|mega_grid_size=(400,400)|center_spawn_size=(200,200)|allow_shared_non_boss_cells=0|non_boss_ignore_occupancy_mega_ids=[5]|rng_seed=20260416
SPAWN|index=524|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(70,0,358)|yaw_deg=62.983|rot=(0.000000,0.522375,0.000000,0.852716)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=525|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(62,0,490)|yaw_deg=26.684|rot=(0.000000,0.230766,0.000000,0.973009)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=526|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(84,0,444)|yaw_deg=23.638|rot=(0.000000,0.204816,0.000000,0.978800)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=527|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-35,0,313)|yaw_deg=287.620|rot=(0.000000,0.590466,0.000000,-0.807062)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=528|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(88,0,429)|yaw_deg=299.328|rot=(0.000000,0.505069,0.000000,-0.863079)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=529|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-55,0,459)|yaw_deg=340.268|rot=(0.000000,0.171340,0.000000,-0.985212)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=530|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(49,0,481)|yaw_deg=25.330|rot=(0.000000,0.219247,0.000000,0.975669)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=531|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(4,0,354)|yaw_deg=224.075|rot=(0.000000,0.926937,0.000000,-0.375217)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=532|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-24,0,419)|yaw_deg=69.142|rot=(0.000000,0.567426,0.000000,0.823425)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=533|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-88,0,453)|yaw_deg=6.114|rot=(0.000000,0.053330,0.000000,0.998577)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=534|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-84,0,438)|yaw_deg=269.081|rot=(0.000000,0.712755,0.000000,-0.701413)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=535|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-99,0,438)|yaw_deg=53.019|rot=(0.000000,0.446345,0.000000,0.894861)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=536|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-76,0,496)|yaw_deg=228.784|rot=(0.000000,0.910743,0.000000,-0.412974)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=537|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-56,0,381)|yaw_deg=73.584|rot=(0.000000,0.598912,0.000000,0.800815)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=538|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-48,0,443)|yaw_deg=200.219|rot=(0.000000,0.984475,0.000000,-0.175528)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=539|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(51,0,470)|yaw_deg=124.429|rot=(0.000000,0.884699,0.000000,0.466162)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=540|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(14,0,313)|yaw_deg=256.717|rot=(0.000000,0.784141,0.000000,-0.620582)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=541|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-33,0,304)|yaw_deg=43.426|rot=(0.000000,0.369958,0.000000,0.929049)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=542|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(61,0,319)|yaw_deg=211.302|rot=(0.000000,0.962922,0.000000,-0.269780)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=543|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(87,0,451)|yaw_deg=115.508|rot=(0.000000,0.845764,0.000000,0.533557)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=544|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-92,0,471)|yaw_deg=168.452|rot=(0.000000,0.994927,0.000000,0.100603)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=545|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(34,0,303)|yaw_deg=197.200|rot=(0.000000,0.988757,0.000000,-0.149534)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=546|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-52,0,334)|yaw_deg=160.976|rot=(0.000000,0.986251,0.000000,0.165251)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=547|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(88,0,305)|yaw_deg=6.857|rot=(0.000000,0.059801,0.000000,0.998210)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=548|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(1,0,480)|yaw_deg=223.484|rot=(0.000000,0.928860,0.000000,-0.370431)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=549|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(44,0,452)|yaw_deg=43.532|rot=(0.000000,0.370820,0.000000,0.928705)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=550|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(88,0,400)|yaw_deg=143.109|rot=(0.000000,0.948624,0.000000,0.316405)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=551|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(47,0,372)|yaw_deg=57.814|rot=(0.000000,0.483386,0.000000,0.875407)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=552|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(58,0,436)|yaw_deg=225.332|rot=(0.000000,0.922768,0.000000,-0.385355)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=553|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(2,0,378)|yaw_deg=119.303|rot=(0.000000,0.862969,0.000000,0.505257)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=554|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(86,0,453)|yaw_deg=327.719|rot=(0.000000,0.277990,0.000000,-0.960584)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=555|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(3,0,321)|yaw_deg=108.324|rot=(0.000000,0.810675,0.000000,0.585496)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=556|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-17,0,496)|yaw_deg=284.002|rot=(0.000000,0.615646,0.000000,-0.788023)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=557|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-26,0,417)|yaw_deg=25.292|rot=(0.000000,0.218925,0.000000,0.975742)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=558|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(86,0,302)|yaw_deg=40.723|rot=(0.000000,0.347942,0.000000,0.937516)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=559|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-28,0,363)|yaw_deg=333.118|rot=(0.000000,0.232444,0.000000,-0.972610)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=560|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(14,0,354)|yaw_deg=220.758|rot=(0.000000,0.937408,0.000000,-0.348232)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=561|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(90,0,400)|yaw_deg=308.154|rot=(0.000000,0.437163,0.000000,-0.899382)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=562|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(29,0,414)|yaw_deg=126.294|rot=(0.000000,0.892170,0.000000,0.451700)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=563|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-79,0,303)|yaw_deg=41.290|rot=(0.000000,0.352575,0.000000,0.935784)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=564|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-76,0,323)|yaw_deg=153.359|rot=(0.000000,0.973096,0.000000,0.230401)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=565|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(90,0,433)|yaw_deg=38.054|rot=(0.000000,0.326015,0.000000,0.945365)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=566|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(23,0,483)|yaw_deg=152.017|rot=(0.000000,0.970332,0.000000,0.241778)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=567|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(29,0,477)|yaw_deg=303.936|rot=(0.000000,0.469962,0.000000,-0.882687)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=568|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(21,0,381)|yaw_deg=220.564|rot=(0.000000,0.937997,0.000000,-0.346642)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=569|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(43,0,346)|yaw_deg=106.682|rot=(0.000000,0.802202,0.000000,0.597053)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=570|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(48,0,400)|yaw_deg=157.573|rot=(0.000000,0.980909,0.000000,0.194465)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=571|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-91,0,467)|yaw_deg=215.173|rot=(0.000000,0.953262,0.000000,-0.302144)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=572|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(95,0,335)|yaw_deg=309.586|rot=(0.000000,0.425894,0.000000,-0.904773)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=573|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-79,0,387)|yaw_deg=108.250|rot=(0.000000,0.810299,0.000000,0.586016)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=574|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-60,0,466)|yaw_deg=355.027|rot=(0.000000,0.043386,0.000000,-0.999058)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=575|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-91,0,322)|yaw_deg=95.083|rot=(0.000000,0.737768,0.000000,0.675055)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=576|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-71,0,482)|yaw_deg=24.934|rot=(0.000000,0.215878,0.000000,0.976420)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=577|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-77,0,406)|yaw_deg=263.313|rot=(0.000000,0.747146,0.000000,-0.664660)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=578|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(93,0,341)|yaw_deg=358.076|rot=(0.000000,0.016791,0.000000,-0.999859)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=579|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-96,0,451)|yaw_deg=214.850|rot=(0.000000,0.954110,0.000000,-0.299457)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=580|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-17,0,443)|yaw_deg=97.085|rot=(0.000000,0.749447,0.000000,0.662065)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=581|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(86,0,343)|yaw_deg=219.270|rot=(0.000000,0.941853,0.000000,-0.336024)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=582|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-23,0,339)|yaw_deg=103.367|rot=(0.000000,0.784599,0.000000,0.620003)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=583|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-94,0,387)|yaw_deg=304.961|rot=(0.000000,0.462052,0.000000,-0.886853)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=584|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(60,0,442)|yaw_deg=114.549|rot=(0.000000,0.841270,0.000000,0.540615)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=585|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-5,0,436)|yaw_deg=236.708|rot=(0.000000,0.880032,0.000000,-0.474915)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=586|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(45,0,462)|yaw_deg=335.793|rot=(0.000000,0.209674,0.000000,-0.977771)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=587|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-40,0,328)|yaw_deg=238.554|rot=(0.000000,0.872266,0.000000,-0.489033)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=588|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(32,0,475)|yaw_deg=179.227|rot=(0.000000,0.999977,0.000000,0.006746)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=589|type="Boss"|mega_id=5|mega=(1,1)|pos=(0,0,400)|yaw_deg=151.441|rot=(0.000000,0.969104,0.000000,0.246653)|rule=boss_center_ignore_occupancy
SPAWN|index=590|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(375,0,470)|yaw_deg=329.516|rot=(0.000000,0.262896,0.000000,-0.964824)|rule=zero_cell_in_center_200x200
SPAWN|index=591|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(422,0,450)|yaw_deg=213.640|rot=(0.000000,0.957219,0.000000,-0.289366)|rule=zero_cell_in_center_200x200
SPAWN|index=592|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(330,0,489)|yaw_deg=203.317|rot=(0.000000,0.979370,0.000000,-0.202074)|rule=zero_cell_in_center_200x200
SPAWN|index=593|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(439,0,448)|yaw_deg=58.720|rot=(0.000000,0.490293,0.000000,0.871558)|rule=zero_cell_in_center_200x200
SPAWN|index=594|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(313,0,398)|yaw_deg=305.058|rot=(0.000000,0.461298,0.000000,-0.887245)|rule=zero_cell_in_center_200x200
SPAWN|index=595|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(356,0,479)|yaw_deg=287.474|rot=(0.000000,0.591492,0.000000,-0.806311)|rule=zero_cell_in_center_200x200
SPAWN|index=596|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(374,0,372)|yaw_deg=236.948|rot=(0.000000,0.879033,0.000000,-0.476761)|rule=zero_cell_in_center_200x200
SPAWN|index=597|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(435,0,386)|yaw_deg=155.381|rot=(0.000000,0.977011,0.000000,0.213189)|rule=zero_cell_in_center_200x200
SPAWN|index=598|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(397,0,391)|yaw_deg=78.835|rot=(0.000000,0.634965,0.000000,0.772541)|rule=zero_cell_in_center_200x200
SPAWN|index=599|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(361,0,414)|yaw_deg=290.276|rot=(0.000000,0.571602,0.000000,-0.820531)|rule=zero_cell_in_center_200x200
SPAWN|index=600|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(398,0,468)|yaw_deg=0.954|rot=(0.000000,0.008328,0.000000,0.999965)|rule=zero_cell_in_center_200x200
SPAWN|index=601|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(379,0,411)|yaw_deg=299.668|rot=(0.000000,0.502503,0.000000,-0.864575)|rule=zero_cell_in_center_200x200
SPAWN|index=602|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(470,0,450)|yaw_deg=244.761|rot=(0.000000,0.844508,0.000000,-0.535542)|rule=zero_cell_in_center_200x200
SPAWN|index=603|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(302,0,420)|yaw_deg=23.378|rot=(0.000000,0.202599,0.000000,0.979262)|rule=zero_cell_in_center_200x200
SPAWN|index=604|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(409,0,347)|yaw_deg=27.786|rot=(0.000000,0.240111,0.000000,0.970745)|rule=zero_cell_in_center_200x200
SPAWN|index=605|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(392,0,314)|yaw_deg=40.312|rot=(0.000000,0.344574,0.000000,0.938759)|rule=zero_cell_in_center_200x200
SPAWN|index=606|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(405,0,427)|yaw_deg=17.411|rot=(0.000000,0.151357,0.000000,0.988479)|rule=zero_cell_in_center_200x200
SPAWN|index=607|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(467,0,321)|yaw_deg=188.128|rot=(0.000000,0.997485,0.000000,-0.070872)|rule=zero_cell_in_center_200x200
SPAWN|index=608|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(352,0,403)|yaw_deg=2.991|rot=(0.000000,0.026100,0.000000,0.999659)|rule=zero_cell_in_center_200x200
SPAWN|index=609|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(338,0,355)|yaw_deg=14.087|rot=(0.000000,0.122620,0.000000,0.992454)|rule=zero_cell_in_center_200x200
SPAWN|index=610|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(378,0,303)|yaw_deg=76.938|rot=(0.000000,0.622092,0.000000,0.782944)|rule=zero_cell_in_center_200x200
SPAWN|index=611|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(402,0,476)|yaw_deg=283.813|rot=(0.000000,0.616948,0.000000,-0.787004)|rule=zero_cell_in_center_200x200
SPAWN|index=612|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(396,0,399)|yaw_deg=22.426|rot=(0.000000,0.194459,0.000000,0.980911)|rule=zero_cell_in_center_200x200
SPAWN|index=613|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(381,0,356)|yaw_deg=14.392|rot=(0.000000,0.125263,0.000000,0.992124)|rule=zero_cell_in_center_200x200
SPAWN|index=614|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(311,0,460)|yaw_deg=230.476|rot=(0.000000,0.904546,0.000000,-0.426375)|rule=zero_cell_in_center_200x200
SPAWN|index=615|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(336,0,358)|yaw_deg=279.260|rot=(0.000000,0.647724,0.000000,-0.761875)|rule=zero_cell_in_center_200x200
SPAWN|index=616|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(393,0,369)|yaw_deg=317.036|rot=(0.000000,0.366207,0.000000,-0.930533)|rule=zero_cell_in_center_200x200
SPAWN|index=617|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(307,0,312)|yaw_deg=288.869|rot=(0.000000,0.581634,0.000000,-0.813451)|rule=zero_cell_in_center_200x200
SPAWN|index=618|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(328,0,481)|yaw_deg=304.348|rot=(0.000000,0.466784,0.000000,-0.884371)|rule=zero_cell_in_center_200x200
SPAWN|index=619|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(410,0,420)|yaw_deg=334.040|rot=(0.000000,0.224611,0.000000,-0.974448)|rule=zero_cell_in_center_200x200
SPAWN|index=620|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(338,0,356)|yaw_deg=191.438|rot=(0.000000,0.995022,0.000000,-0.099653)|rule=zero_cell_in_center_200x200
SPAWN|index=621|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(354,0,446)|yaw_deg=176.404|rot=(0.000000,0.999508,0.000000,0.031378)|rule=zero_cell_in_center_200x200
SPAWN|index=622|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(492,0,321)|yaw_deg=50.227|rot=(0.000000,0.424411,0.000000,0.905469)|rule=zero_cell_in_center_200x200
SPAWN|index=623|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(465,0,412)|yaw_deg=322.069|rot=(0.000000,0.325000,0.000000,-0.945714)|rule=zero_cell_in_center_200x200
SPAWN|index=624|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(347,0,424)|yaw_deg=6.072|rot=(0.000000,0.052961,0.000000,0.998597)|rule=zero_cell_in_center_200x200
SPAWN|index=625|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(463,0,348)|yaw_deg=221.808|rot=(0.000000,0.934179,0.000000,-0.356805)|rule=zero_cell_in_center_200x200
SPAWN|index=626|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(406,0,492)|yaw_deg=340.594|rot=(0.000000,0.168542,0.000000,-0.985694)|rule=zero_cell_in_center_200x200
SPAWN|index=627|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(307,0,498)|yaw_deg=349.383|rot=(0.000000,0.092515,0.000000,-0.995711)|rule=zero_cell_in_center_200x200
SPAWN|index=628|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(436,0,473)|yaw_deg=161.883|rot=(0.000000,0.987528,0.000000,0.157445)|rule=zero_cell_in_center_200x200
SPAWN|index=629|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(371,0,382)|yaw_deg=151.502|rot=(0.000000,0.969235,0.000000,0.246139)|rule=zero_cell_in_center_200x200
SPAWN|index=630|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(483,0,355)|yaw_deg=327.938|rot=(0.000000,0.276157,0.000000,-0.961112)|rule=zero_cell_in_center_200x200
SPAWN|index=631|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(360,0,480)|yaw_deg=349.385|rot=(0.000000,0.092503,0.000000,-0.995712)|rule=zero_cell_in_center_200x200
SPAWN|index=632|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(351,0,347)|yaw_deg=198.523|rot=(0.000000,0.986964,0.000000,-0.160944)|rule=zero_cell_in_center_200x200
SPAWN|index=633|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(455,0,414)|yaw_deg=49.257|rot=(0.000000,0.416731,0.000000,0.909030)|rule=zero_cell_in_center_200x200
SPAWN|index=634|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(352,0,336)|yaw_deg=263.046|rot=(0.000000,0.748689,0.000000,-0.662921)|rule=zero_cell_in_center_200x200
SPAWN|index=635|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(387,0,333)|yaw_deg=346.357|rot=(0.000000,0.118772,0.000000,-0.992922)|rule=zero_cell_in_center_200x200
SPAWN|index=636|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(346,0,354)|yaw_deg=60.317|rot=(0.000000,0.502393,0.000000,0.864639)|rule=zero_cell_in_center_200x200
SPAWN|index=637|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(473,0,322)|yaw_deg=107.886|rot=(0.000000,0.808433,0.000000,0.588589)|rule=zero_cell_in_center_200x200
SPAWN|index=638|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(472,0,495)|yaw_deg=125.309|rot=(0.000000,0.888254,0.000000,0.459353)|rule=zero_cell_in_center_200x200
SPAWN|index=639|type="Ghoul"|mega_id=6|mega=(2,1)|pos=(375,0,314)|yaw_deg=302.656|rot=(0.000000,0.479797,0.000000,-0.877379)|rule=zero_cell_in_center_200x200
SPAWN|index=640|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(339,0,439)|yaw_deg=84.669|rot=(0.000000,0.673459,0.000000,0.739225)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=641|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(483,0,471)|yaw_deg=86.205|rot=(0.000000,0.683303,0.000000,0.730135)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=642|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(386,0,399)|yaw_deg=322.275|rot=(0.000000,0.323299,0.000000,-0.946297)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=643|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(366,0,422)|yaw_deg=6.583|rot=(0.000000,0.057420,0.000000,0.998350)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=644|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(366,0,386)|yaw_deg=295.944|rot=(0.000000,0.530330,0.000000,-0.847791)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=645|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(355,0,350)|yaw_deg=227.789|rot=(0.000000,0.914294,0.000000,-0.405051)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=646|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(358,0,458)|yaw_deg=0.000|rot=(0.000000,0.000000,0.000000,1.000000)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=647|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(362,0,375)|yaw_deg=185.084|rot=(0.000000,0.999016,0.000000,-0.044351)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=648|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(377,0,351)|yaw_deg=222.345|rot=(0.000000,0.932497,0.000000,-0.361178)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=649|type="SwordMan"|mega_id=6|mega=(2,1)|pos=(405,0,447)|yaw_deg=222.721|rot=(0.000000,0.931306,0.000000,-0.364237)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=650|type="Mutant"|mega_id=6|mega=(2,1)|pos=(400,0,400)|yaw_deg=203.056|rot=(0.000000,0.979828,0.000000,-0.199843)|rule=first_mutant_center_in_mega_6_or_8_ignore_occupancy
SPAWN|index=651|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-409,0,850)|yaw_deg=201.978|rot=(0.000000,0.981664,0.000000,-0.190618)|rule=zero_cell_in_center_200x200
SPAWN|index=652|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-371,0,828)|yaw_deg=200.614|rot=(0.000000,0.983863,0.000000,-0.178923)|rule=zero_cell_in_center_200x200
SPAWN|index=653|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-452,0,829)|yaw_deg=19.913|rot=(0.000000,0.172903,0.000000,0.984939)|rule=zero_cell_in_center_200x200
SPAWN|index=654|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-310,0,894)|yaw_deg=35.333|rot=(0.000000,0.303473,0.000000,0.952840)|rule=zero_cell_in_center_200x200
SPAWN|index=655|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-446,0,886)|yaw_deg=273.524|rot=(0.000000,0.685029,0.000000,-0.728516)|rule=zero_cell_in_center_200x200
SPAWN|index=656|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-416,0,752)|yaw_deg=236.076|rot=(0.000000,0.882635,0.000000,-0.470059)|rule=zero_cell_in_center_200x200
SPAWN|index=657|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-374,0,860)|yaw_deg=27.614|rot=(0.000000,0.238651,0.000000,0.971105)|rule=zero_cell_in_center_200x200
